CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
247,794,LUVA AZUL BUCHA DE LATAO 25MMX1/2 KRONA,1.0,11.727,11.727
247,347,KRONA LUVA ESG 50MM,1.0,6.072,6.072
247,490,MASSA GOLFLEX 90G,1.0,16.626,16.626
248,1531,TUBOZAN REDUCAO EXCENTRICA ESGOTO 75 X 50,1.0,19.09,19.09
250,722,CIMENTO ITAU 50KG,2.0,45.9,91.8
252,437,CANTONEIRA MAO FRANC PESAD 30CM THOMPSON,2.0,17.4503,34.901
252,939,PARAF MAD PHIL CHATA CHIP 5;0X50MM % - CISER,4.0,0.5432,2.173
252,214,BUCHA PLAST 08MM C/ ANEL,4.0,0.11,0.44
253,727,CORDA CARRETEL COLORIDA 10MM 165M VAP,5.0,2.9876,14.938
254,722,CIMENTO ITAU 50KG,1.0,45.34,45.34
254,635,CAL HIDRATADA CH III 20 KG,1.0,18.66,18.66
255,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,1.0,17.0,17.0
258,154,"FERRO 10MM 7,4KG 12MT",18.0,66.9,1204.2
258,157,"FERRO 5MM 1,88KG 12MT",35.0,23.9,836.5
258,800,ARAME RECOZIDO LISO 18,5.0,24.9,124.5
258,1085,PAINEL LED EMBUT QUADRADO 18W BIV 1260,1.0,30.9,30.9
258,1084,PAINEL LED EMBUT QUADRADO12W BIV 720,3.0,31.9,95.7
258,7,AVANT LUM PLAFON LED EMBUT QUADRADO 24W,7.0,49.9,349.3
258,1730,EUCATEX VERNIZ COPAL BRILHANTE TRANSP  900ML,1.0,32.582,32.582
258,711,TINTA P/ PISO FCO 18LT CINZA PREMIUM 180,1.0,223.071,223.071
258,1391,KRONA CAIXA DE GORDURA SIF 250X172X50MM,1.0,121.049,121.049
258,1543,TUBOZAN ENGATE FLEXIVEL 100,1.0,12.179,12.179
258,1522,TUBOZAN JOELHO 90 ESGOTO 50,3.0,4.959,14.877
258,1583,TUBOZAN LUVA SOLD 25,6.0,1.254,7.524
258,966,SIFAO SANFONADO UNIVERSAL BR - HERC,1.0,4.802,4.802
258,1194,AMANCO FITA VEDA ROSCA 18MM X 25M,3.0,10.5355,31.607
258,1090,AMANCO JOELHO 90 SOLD BUCHA LATAO 25MMX1/2 CB,1.0,11.38,11.38
258,1195,AMANCO ADESIVO FRASCO PINCEL 175G,2.0,25.2264,50.453
258,1568,TUBOZAN TUBO SOLD 25 6M,4.0,18.189,72.756
258,583,KRONA TUBO ESGOTO PVC 50MM 6M,2.0,62.385,124.77
258,1608,TUBOZAN JOELHO 90 SOLD 25,6.0,1.1316,6.79
258,1638,TUBOZAN LUVA ESGOTO 50,3.0,4.692,14.076
258,1413,TORN P/PIA  BICA MOVEL MESA 1/4V 1163 CS33,1.0,115.5,115.5
258,532,CAIXA SIF KRONA QUADRADA BRANCA 100MM,1.0,22.2,22.2
258,225,CAIXA DE LUZ 4X2 TRAMONTINA AM,3.0,2.5026,7.508
262,152,"FERRO 8MM 4,7KG 12MT",15.0,46.49,697.35
262,156,"FERRO 6,3MM 2,94KG 12MT",15.0,29.49,442.35
262,153,"FERRO 4,2MM 1,3KG 12MT",15.0,15.49,232.35
262,620,CONJ BR LEV MOD 1 INT S+ 1 TOM 20A 87201,1.0,19.31,19.31
262,248,CHAVE FENDA 3/16X6,1.0,10.36,10.36
262,251,CHAVE PHILLIPS 3/16X5,1.0,9.1,9.1
262,1386,TIJOLO MACICO FRISADO,350.0,1.25,437.5
263,1357,BROXA REDON.NY.CONDOR 915,2.0,9.5545,19.109
263,1900,CIVITT TORN ABS PAREDE BR GIR ALAV,1.0,48.384,48.384
264,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,4.75,4.75
264,16,CIVITT TORN ABS LAVAT BRANCA C50,1.0,35.0,35.0
265,2063,AVANT LAMPADA BULBO 50W BIV,1.0,60.91,60.91
265,144,AVANT REFLETOR LED 50W,2.0,59.71,119.42
265,1106,AMANCO CAP ESG SN DN75 CB,2.0,21.6795,43.359
265,1523,TUBOZAN JOELHO 90 ESGOTO 75,1.0,10.651,10.651
265,1195,AMANCO ADESIVO FRASCO PINCEL 175G,1.0,26.597,26.597
265,1513,TUBOZAN TE ESGOTO 75,1.0,25.142,25.142
269,1878,PINO ADAPTADOR 10/20A,2.0,4.85,9.7
270,943,PARAF MAD PHIL CHATA CHIP 6;0X50MM % - CISER,4.0,0.7566,3.026
270,745,BUCHA PLAST FIXACAO C/ANEL N. 08,4.0,0.1552,0.621
270,1878,PINO ADAPTADOR 10/20A,1.0,4.85,4.85
271,3,ASTRA ASSENTO SOFT BRANCO,1.0,49.0,49.0
271,1840,ATLAS ASSENTO SANITARIO PLAST BRANCO,1.0,49.0,49.0
272,98,ATLAS FITA ISOLANTE 5M,1.0,3.21,3.21
272,936,PARAF MAD PHIL CHATA CHIP 4;5X35MM % - CISER,2.0,0.33,0.66
272,943,PARAF MAD PHIL CHATA CHIP 6;0X50MM % - CISER,2.0,0.78,1.56
272,937,PARAF MAD PHIL CHATA CHIP 4;5X50MM % - CISER,2.0,0.43,0.86
272,214,BUCHA PLAST 08MM C/ ANEL,2.0,0.11,0.22
272,215,BUCHA PLAST 10MM,2.0,0.15,0.3
272,630,BUCHA PLAST FIXACAO C/ANEL N. 06,2.0,0.06,0.12
272,1078,AVANT LAMPADA PERA BRANCA 12W-BIV,2.0,11.87,23.74
278,1003,LUVA BANHADA WK15 LATEX NATURAL LJ 9 G - WORKER,1.0,13.599,13.599
279,176,ADESIVO PLAST 17G,1.0,2.33,2.33
281,723,"BOBINA CABO P.P 2 X 2,5",11.0,7.0909,78.0
283,47,FECHADURA EXTERNA BELLA,1.0,46.424,46.424
283,11,DOBRADICA ENCART MERKEL POLIDA 3.1/2 FP,1.0,22.291,22.291
288,761,PEDRISCO N 00,3.0,145.0,435.0
288,763,AREIA MEDIA,4.0,70.0,280.0
288,800,ARAME RECOZIDO LISO 18,2.0,25.123,50.246
288,1290,JOGO SOQUETES MAGNET 8 PCS POL 65MM - WORKER,1.0,52.681,52.681
289,1294,LIXA MASSA MADEIRA GR150 225X275 - WORKER,3.0,0.78,2.34
289,888,MAXNORTH MASSA P.V.A. 20 KG CX,1.0,33.0,33.0
292,861,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,1.0,460.0,460.0
293,153,"FERRO 4,2MM 1,3KG 12MT",17.0,15.9,270.3
293,152,"FERRO 8MM 4,7KG 12MT",19.0,46.9,891.1
293,800,ARAME RECOZIDO LISO 18,1.0,23.9,23.9
294,722,CIMENTO ITAU 50KG,8.0,45.9,367.2
294,1403,TRELICA LEVE 6M (5.0MM X 3.4MM X 3.4MM),15.0,46.9,703.5
295,1403,TRELICA LEVE 6M (5.0MM X 3.4MM X 3.4MM),30.0,52.9,1587.0
295,228,CARRINHO DE MAO 65L MET EXTRAFORTE,2.0,418.6,837.2
295,44,"VAP PA DE BICO C/CABO RETO 1,2M",2.0,44.86,89.72
295,276,ENXADA ESTREITA 2.0 C/C 130CM,2.0,88.74,177.48
295,722,CIMENTO ITAU 50KG,10.0,45.9,459.0
295,851,ESMERILHADEIRA 4.1/2 EAV650 C/3DISC 220V,1.0,455.74,455.74
296,152,"FERRO 8MM 4,7KG 12MT",10.0,48.9,489.0
296,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,2.0,17.17,34.34
296,722,CIMENTO ITAU 50KG,6.0,44.9,269.4
296,635,CAL HIDRATADA CH III 20 KG,7.0,18.89,132.23
296,805,PREGO C/CABECA 17X27,1.0,26.64,26.64
297,2085,THINNER 18 LITROS NATRIELLI,1.0,293.13,293.13
299,1373,AMANCO JOELHO SOLD 90 25MM,5.0,1.1252,5.626
299,1055,AMANCO TUBO ESG SN DN 40X6M,1.0,45.425,45.425
299,1375,AMANCO LUVA AZUL BUCHA LATAO 25MMX1/2,1.0,12.726,12.726
299,313,KRONA JOELHO ESG 90X40MM,5.0,2.1922,10.961
299,1195,AMANCO ADESIVO FRASCO PINCEL 175G,1.0,26.597,26.597
300,722,CIMENTO ITAU 50KG,1.0,45.9,45.9
300,2041,LIXA MASSA MADEIRA GR100 225X275 - WORKER,2.0,0.99,1.98
301,1026,"FORTEPLAST FORRO PVC GEM  20X8MM 6MT BRANCO 1,2 M2",1.2,28.8672,34.641
303,156,"FERRO 6,3MM 2,94KG 12MT",100.0,28.9,2890.0
304,1733,"BETONEIRA 400L 2,0CV 4P MON. TRACO",1.0,5500.0,5500.0
306,211,BROCA WIDIA P/CONC. 06.00MM 15/64,1.0,6.557,6.557
306,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,15.0,0.2813,4.22
306,630,BUCHA PLAST FIXACAO C/ANEL N. 06,15.0,0.06,0.9
308,1058,AMANCO TUBO SOLD PB 25X6M,1.0,34.668,34.668
309,672,"TINTA ESMALTE IMOB AZUL DEL REY 3,6LT",2.0,79.9,159.8
310,195,BROCA ACO RAPIDO 03.00MMX6.1CM,4.0,5.0828,20.331
311,450,CORALAR ACRILICO 18L BRANCO,2.0,210.69,421.38
311,904,CORANTE LIQUIDO PRETO - CHEMICOLOR,1.0,4.85,4.85
312,1081,PAINEL LED SOBREP QUADRADO 18W BIV 1260,3.0,34.9,104.7
312,1924,CORALAR ACRILICO 18L AREIA,1.0,239.0,239.0
313,154,"FERRO 10MM 7,4KG 12MT",2.0,66.833,133.67
313,713,MAX COLLOR TINTA ECO  16LT BR,1.0,111.45,111.45
313,923,LAPIS CARPINTEIRO AZUL - IRWIN,2.0,2.52,5.04
313,5,MANG TRAN SIL VERD 1/2X2MM 200M FAMASTIL,25.0,5.3738,134.35
313,1457,TORN P/PIA PAREDE PRETA 1/4V 2266 FLEX PT CH,1.0,221.44,221.44
313,908,CUNHA NIVELADORA 50PCS - CORTAG,8.0,35.54,284.32
313,915,ESPACADOR NIVELADOR 3MM 50PCS - CORTAG,16.0,20.83,333.28
313,111,PALHA DE ACO N 1,15.0,2.68,40.2
313,654,REJUNTAMENTO PORCELANATO USICAL - CZ PLATINA 1KG,45.0,13.9,625.5
313,1046,"PISO 62X62CM 62HDA22 A (2,30MT)",226.0,37.506,8476.356
314,631,BUCHA PLAST FIXACAO C/ANEL N. 10,30.0,0.2,6.0
314,961,PLUGUE T 3 SAIDAS 3P 10A BR - DANEVA,1.0,16.5,16.5
315,512,DOCOL VALV DESC  BASE 1.1/2,3.0,112.724,338.17
315,165,DOCOL  ACAB  P/ VALV DESC  SALVA AGUA BOX CR,3.0,74.603,223.81
315,722,CIMENTO ITAU 50KG,20.0,44.9,898.0
315,635,CAL HIDRATADA CH III 20 KG,10.0,18.89,188.9
315,805,PREGO C/CABECA 17X27,5.0,25.8408,129.204
315,812,GESCALITE 5L,1.0,49.325,49.325
315,267,DISCO DE CORTE INOX 115MMX4.1/2,3.0,3.28,9.84
315,800,ARAME RECOZIDO LISO 18,1.0,25.123,25.123
316,802,PREGO C/CABECA 12X12,1.0,27.8,27.8
317,478,THOMPSON TRENA FIBRA ABERTA 30M,1.0,63.972,63.972
318,5,MANG TRAN SIL VERD 1/2X2MM 200M FAMASTIL,5.0,5.54,27.7
318,1369,ESGUICHO RETO P/ENG.RAP.TRAMONTINA,1.0,9.66,9.66
319,343,LONA PRETA 4X110 20KG.,20.0,1.3095,26.19
320,399,TE SOLD 20MM,1.0,1.3,1.3
320,1122,AMANCO UNIAO INT 1/2 LJ CB,3.0,3.39,10.17
321,46,ESPUMA EXPANSIVA 430ML 280G MUNDIAL PRIM,2.0,32.175,64.35
322,1369,ESGUICHO RETO P/ENG.RAP.TRAMONTINA,1.0,8.694,8.694
323,1542,TUBOZAN ENGATE FLEXIVEL 60,1.0,10.33,10.33
323,966,SIFAO SANFONADO UNIVERSAL BR - HERC,1.0,5.15,5.15
323,325,LAVATORIO PVC 36X26CM BR,1.0,35.52,35.52
323,1726,CERA  AUTO BRILHO 200G,1.0,23.0,23.0
324,762,PEDRA BRITA N 1,6.0,144.7967,868.78
324,153,"FERRO 4,2MM 1,3KG 12MT",25.0,17.24,431.0
324,800,ARAME RECOZIDO LISO 18,3.0,25.0867,75.26
324,722,CIMENTO ITAU 50KG,50.0,44.4558,2222.79
324,152,"FERRO 8MM 4,7KG 12MT",16.0,48.329375,773.27
325,1569,TUBOZAN TUBO SOLD 32 6M,1.0,49.228,49.228
325,1584,TUBOZAN LUVA SOLD 32,4.0,3.8994,15.598
325,353,LUVA SOLD 20MM,3.0,0.97,2.91
327,672,"TINTA ESMALTE IMOB AZUL DEL REY 3,6LT",2.0,79.9,159.8
328,278,ENXADA SUL 1.5 C/C 130CM,1.0,79.9,79.9
329,635,CAL HIDRATADA CH III 20 KG,1.0,18.89,18.89
330,957,PLUGUE FEMEA 3P PRENSA CABO 10A BR - ILUMI,1.0,5.45,5.45
330,98,ATLAS FITA ISOLANTE 5M,1.0,3.21,3.21
331,253,CHUV. MAXI DUCHA 220V/4600W,1.0,78.32,78.32
331,1733,"BETONEIRA 400L 2,0CV 4P MON. TRACO",1.0,5945.0,5945.0
332,753,CABO EXTENSOR P/PINTURA 3M ATLAS,1.0,53.0,53.0
332,88,GARFO DE PINTURA GAIOLA S/ROSCA ACO 23CM,1.0,11.0,11.0
332,69,ATLAS ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,1.0,29.0,29.0
332,126,ESPATULA DE ACO 10CM,1.0,11.5,11.5
333,331,LINHA PEDREIRO FIO 0.8 100M LARANJA,1.0,20.01,20.01
334,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,1.0,30.6,30.6
336,1879,TOMADA REGUA 3,1.0,13.386,13.386
336,1877,PINO ADAPTADOR TRIPLO,1.0,6.305,6.305
336,1198,AMANCO FITA ISOLANTE CX MASTER 19MMX20M,1.0,15.278,15.278
336,778,"FIO  BOBINA 4,0 PRETO",20.0,3.783,75.66
336,779,"FIO BOBINA 4,0 VERMELHO",20.0,3.783,75.66
337,722,CIMENTO ITAU 50KG,4.0,45.9,183.6
337,913,ESPACADOR NIVELADOR 2MM 50PCS - CORTAG,1.0,20.0,20.0
340,788,KRONA JOELHO AZUL BUCHA LATAO 25MMX1/2,3.0,13.8613,41.584
340,1132,AMANCO LUVA SOLD 25MM CB,2.0,2.134,4.268
340,1375,AMANCO LUVA AZUL BUCHA LATAO 25MMX1/2,2.0,12.7264,25.453
340,1421,REG DE PRESSAO 3/4 1416 CS44,2.0,105.298,210.596
340,812,GESCALITE 5L,2.0,49.3245,98.649
341,734,ROLO DE TEXTURA RUSTICA 5CM,1.0,17.033,17.033
342,812,GESCALITE 5L,1.0,50.0,50.0
344,722,CIMENTO ITAU 50KG,10.0,45.9,459.0
344,635,CAL HIDRATADA CH III 20 KG,5.0,18.89,94.45
344,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",4.0,109.9,439.6
345,2044,LIXA MASSA MADEIRA GR60 225X275 - WORKER,4.0,0.99,3.96
345,1294,LIXA MASSA MADEIRA GR150 225X275 - WORKER,4.0,0.78,3.12
345,720,MAX COLLOR SELADOR ACRI 16LT PREMIUM,1.0,82.612,82.612
346,805,PREGO C/CABECA 17X27,2.0,25.841,51.682
346,140,GARRAFAO TERMICO 5L AZUL INVICTA,1.0,58.103,58.103
347,1724,THINNER 900ML  BRASILUX,1.0,14.88,14.88
347,69,ATLAS ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,1.0,28.596,28.596
348,802,PREGO C/CABECA 12X12,1.0,30.0,30.0
349,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1500.0,1.04,1560.0
350,788,KRONA JOELHO AZUL BUCHA LATAO 25MMX1/2,1.0,14.29,14.29
350,314,KRONA JOELHO ESG 90X50MM,2.0,6.06,12.12
350,401,TE SOLD 25MM,1.0,2.26,2.26
350,583,KRONA TUBO ESGOTO PVC 50MM 6M,1.0,67.81,67.81
350,409,TUBO SOLD 25MM PVC. 6M,1.0,25.17,25.17
350,2128,CHAVE COMBINADA. 13MM,1.0,13.291,13.291
352,1046,"PISO 62X62CM 62HDA22 A (2,30MT)",230.0,42.21,9708.3
352,1045,"PISO 32X62CM 32A01 RET A (1,95MT)",111.15,43.62,4848.363
352,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,140.0,17.17,2403.8
353,546,DUREPOXI 100G,1.0,14.0,14.0
354,2008,ALUMASA CAIXA DE DESCARGA CINZA CLARO,1.0,35.521,35.521
355,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,4.608,4.608
356,385,SERRA CIRC. WIDIA 180MMX22.23 36D FL.,1.0,45.027,45.027
356,100,ATLAS FITA ISOLANTE 20M,1.0,11.562,11.562
357,635,CAL HIDRATADA CH III 20 KG,3.0,18.89,56.67
358,490,MASSA GOLFLEX 90G,1.0,16.7,16.7
358,2032,LIXA D AGUA GR320 225X275 - WORKER,2.0,1.47,2.94
359,287,ESPACADOR P/PISO 2.0MM C/100.,2.0,4.39,8.78
360,635,CAL HIDRATADA CH III 20 KG,10.0,18.89,188.9
362,722,CIMENTO ITAU 50KG,200.0,45.9,9180.0
363,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,50.0,1.0282,51.41
364,722,CIMENTO ITAU 50KG,4.0,45.9,183.6
364,635,CAL HIDRATADA CH III 20 KG,3.0,18.89,56.67
364,153,"FERRO 4,2MM 1,3KG 12MT",7.0,17.8,124.6
364,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,500.0,1.06,530.0
365,812,GESCALITE 5L,1.0,47.9,47.9
365,635,CAL HIDRATADA CH III 20 KG,10.0,18.89,188.9
366,1583,TUBOZAN LUVA SOLD 25,1.0,1.28,1.28
366,1608,TUBOZAN JOELHO 90 SOLD 25,2.0,1.193,2.386
366,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,7.382,7.382
366,1568,TUBOZAN TUBO SOLD 25 6M,0.5,22.7853,11.393
367,1281,ESTILETE PROF 18MM BL - WORKER,1.0,17.8,17.8
367,607,SPRAY USE 400ML AMARELO,1.0,20.069,20.069
368,270,DISCO DIAM 105MMX20MM PORCELANATO,1.0,24.0,24.0
369,62,PREGO C/CABECA 19 X 36,1.0,25.414,25.414
369,805,PREGO C/CABECA 17X27,1.0,25.841,25.841
370,142,OLEO DESENGRIP LUBRIFIC 300ML STARRETLUB,1.0,12.406,12.406
371,1324,REBITE ALUMINIO 3;2MMX19MM 1000PCS - WORKER,30.0,0.12,3.6
371,17,CIVITT TORN ABS LAVAT BRANCA CRUZ,1.0,27.228,27.228
371,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,3.0,4.2486,12.746
371,622,CONJ BR LEV MODULAR 1 TOM 10A 3P 87140,2.0,9.78,19.56
371,977,TOMADA 10A BR STYLUS - ILUMI,1.0,8.973,8.973
371,417,CONJ BR LEV MODULAR 2 TOM 10A 3P 87120,1.0,19.526,19.526
371,619,CONJ BR LEV MOD 1 INT S+ 1 TOM 10A 87200,1.0,15.045,15.045
371,956,PLUGUE FEMEA 2P 10A CZ - ILUMI,1.0,4.617,4.617
371,958,PLUGUE MACHO 2P 10A CZ - ILUMI,1.0,4.307,4.307
372,469,AGUA RAZ 900ML NATRIELLI,2.0,19.6134,39.227
373,722,CIMENTO ITAU 50KG,50.0,45.49,2274.5
374,1029,PERFIL MEIA CANA PVC 06MT,1.0,40.0,40.0
374,802,PREGO C/CABECA 12X12,1.0,31.0,31.0
376,722,CIMENTO ITAU 50KG,6.0,45.9,275.4
376,635,CAL HIDRATADA CH III 20 KG,2.0,18.89,37.78
376,1061,AMANCO ELETRODUTO CORRUGADO 25X50M,20.0,3.3488,66.976
378,805,PREGO C/CABECA 17X27,1.0,25.841,25.841
379,722,CIMENTO ITAU 50KG,6.0,45.9,275.4
379,763,AREIA MEDIA,1.0,69.9,69.9
379,761,PEDRISCO N 00,1.0,145.0,145.0
379,1473,LONA PRETA 8X100,12.0,1.2,14.4
379,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,500.0,1.03,515.0
379,813,GESCALITE 1L,1.0,13.9,13.9
379,154,"FERRO 10MM 7,4KG 12MT",6.0,66.9,401.4
381,1132,AMANCO LUVA SOLD 25MM CB,2.0,2.2,4.4
381,1373,AMANCO JOELHO SOLD 90 25MM,3.0,1.16,3.48
381,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,7.61,7.61
381,337,LIXA P/ MASSA /MAD220,1.0,1.02,1.02
381,1888,FITA DUPLA FACE ACRIL 12MMX2M,1.0,6.76,6.76
382,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",10.0,109.9,1099.0
382,635,CAL HIDRATADA CH III 20 KG,10.0,18.89,188.9
382,153,"FERRO 4,2MM 1,3KG 12MT",405.0,17.8,7209.0
382,228,CARRINHO DE MAO 65L MET EXTRAFORTE,1.0,410.0,410.0
382,56,VAP VASSOURAO GARI ROBUSTO 28CM C/CABO,2.0,46.55,93.1
383,923,LAPIS CARPINTEIRO AZUL - IRWIN,1.0,2.52,2.52
384,331,LINHA PEDREIRO FIO 0.8 100M LARANJA,1.0,20.0,20.0
385,2045,LUVA MALHA 3 FIOS PIGMENTADA - WORKER,1.0,4.34,4.34
387,208,BROCA MOURAO 1/4X250MM,1.0,15.126,15.126
388,45,ELETRODUTO CORR PRETO 25MM 50M GERPLAST,30.0,2.0079,60.237
388,805,PREGO C/CABECA 17X27,1.0,23.9,23.9
388,17,CIVITT TORN ABS LAVAT BRANCA CRUZ,1.0,27.228,27.228
388,800,ARAME RECOZIDO LISO 18,1.0,23.9,23.9
388,267,DISCO DE CORTE INOX 115MMX4.1/2,1.0,3.182,3.182
395,38,VAP ESQUADRO METALICO CABO ALUMINIO 12,1.0,30.002,30.002
396,1498,TUBOZAN TUBO ESGOTO 75 SN 6M,1.0,88.0,88.0
396,2086,AMANCO RED EXC ESG 100X75MM,1.0,38.0,38.0
397,401,TE SOLD 25MM,1.0,2.26,2.26
397,1373,AMANCO JOELHO SOLD 90 25MM,2.0,1.125,2.25
397,1132,AMANCO LUVA SOLD 25MM CB,2.0,2.2,4.4
397,173,ADAP SOLD  P/REG 25X3/4 CURTO,1.0,1.36,1.36
397,1963,"ABRAC RSF INCA 1/2X3/4 (13X19) 9,5MM",9.0,2.813,25.317
397,1058,AMANCO TUBO SOLD PB 25X6M,1.0,27.732,27.732
399,392,TALHADEIRA CHATA 12 (1/4X1),1.0,27.0,27.0
399,1273,DISCO DESBASTE 4.5 X1/4X7/8  - WORKER,1.0,8.0,8.0
400,712,TINTA P/ PISO FCO 18LT CHUMBO PREMIUM 173,2.0,220.0,440.0
401,1521,TUBOZAN JOELHO 90 ESGOTO 40,4.0,2.8215,11.286
401,1534,TUBOZAN BUCHA REDUCAO ESGOTO 50 X 40,1.0,4.361,4.361
401,1496,TUBOZAN TUBO ESGOTO 40 SN  6M,1.0,35.0,35.0
401,1512,TUBOZAN TE ESGOTO 50,1.0,11.5,11.5
401,1638,TUBOZAN LUVA ESGOTO 50,1.0,4.85,4.85
402,927,MARRETA 1KG COM CABO AGR - TENACE,1.0,37.0,37.0
403,635,CAL HIDRATADA CH III 20 KG,2.0,18.89,37.78
403,722,CIMENTO ITAU 50KG,2.0,45.9,91.8
406,1087,"TIJOLO 6 FUROS 9 X 13 X 18,5 CM",250.0,0.9506,237.65
409,1254,CONEXAO MANG JOELHO 1INTERNO 90 AZUL - LIEGE,1.0,7.401,7.401
412,1534,TUBOZAN BUCHA REDUCAO ESGOTO 50 X 40,1.0,4.452,4.452
412,1638,TUBOZAN LUVA ESGOTO 50,1.0,4.947,4.947
413,1308,NUMERO RESIDENCIAL N1 PRETO 12;5CM - KALA,1.0,12.051,12.051
413,1310,NUMERO RESIDENCIAL N3 PRETO 12;5CM - KALA,2.0,12.051,24.102
413,1313,NUMERO RESIDENCIAL N6 PRETO 12;5CM - KALA,1.0,12.051,12.051
414,473,"NIVELADOR DE PISO 1,5MM C/100 GERPLAST",2.0,16.2265,32.453
415,800,ARAME RECOZIDO LISO 18,3.0,25.1667,75.5
418,1678,"BULE VIENA BABY 0,4 L PRETO",1.0,59.41,59.41
419,1933,ACIDO PURO 1L,1.0,32.496,32.496
420,900,CORANTE LIQUIDO AZUL - CHEMICOLOR,1.0,4.75,4.75
420,451,"CORAL RENDE MUITO FO 3,6L BRANCO",1.0,107.9,107.9
422,1878,PINO ADAPTADOR 10/20A,2.0,5.0,10.0
423,1523,TUBOZAN JOELHO 90 ESGOTO 75,2.0,10.575,21.15
423,1534,TUBOZAN BUCHA REDUCAO ESGOTO 50 X 40,2.0,4.425,8.85
424,722,CIMENTO ITAU 50KG,12.0,45.0,540.0
425,635,CAL HIDRATADA CH III 20 KG,10.0,18.89,188.9
425,722,CIMENTO ITAU 50KG,50.0,45.0,2250.0
425,762,PEDRA BRITA N 1,5.0,145.0,725.0
425,2133,"LAJOTAS H 75 FUROS (7X18,5X28)",440.0,1.491136364,656.1
427,722,CIMENTO ITAU 50KG,10.0,45.9,459.0
428,722,CIMENTO ITAU 50KG,2.0,45.9,91.8
430,369,PE DE CABRA 60CMX3/4,1.0,57.366,57.366
431,620,CONJ BR LEV MOD 1 INT S+ 1 TOM 20A 87201,1.0,18.731,18.731
431,1078,AVANT LAMPADA PERA BRANCA 12W-BIV,1.0,11.514,11.514
431,768,PARAFUSO PARA VASO BUCHA 10 LATONADO,2.0,2.472,4.944
431,546,DUREPOXI 100G,1.0,13.852,13.852
432,722,CIMENTO ITAU 50KG,5.0,45.9,229.5
432,722,CIMENTO ITAU 50KG,15.0,45.9,688.5
433,616,CONJ 2 INTERRUPTOR SIMPLES LIZ,1.0,27.703,27.703
434,731,TRINCHA PARA PINTURA 395 1 1/2,1.0,5.413,5.413
435,450,CORALAR ACRILICO 18L BRANCO,1.0,234.1,234.1
435,69,ATLAS ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,1.0,28.596,28.596
435,88,GARFO DE PINTURA GAIOLA S/ROSCA ACO 23CM,1.0,10.592,10.592
435,134,CACAMBA PARA PINTURA PRETA 10L,1.0,33.727,33.727
436,726,CORDA CARRETEL COLORIDA 08MM 240M VAP,10.0,2.1,21.0
438,1006,LUVA PU PRETA WK29 POLIESTER TAM 9  G - WORKER,1.0,9.5,9.5
438,368,OCULOS PROT. LEOPARDO INCOLOR,1.0,8.0,8.0
439,635,CAL HIDRATADA CH III 20 KG,2.0,18.89,37.78
440,218,BUCHA ROSC. RED. 3/4X1/2,1.0,1.5,1.5
441,761,PEDRISCO N 00,1.0,149.5,149.5
441,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1000.0,1.02,1020.0
441,635,CAL HIDRATADA CH III 20 KG,3.0,18.89,56.67
442,1723,KIT PINTURA  3 PCS C/ROLO ROMA,2.0,29.0,58.0
442,907,CORANTE LIQUIDO VIOLETA - CHEMICOLOR,4.0,4.75,19.0
443,506,DISCO DIAMANTADO 110MM LISO MELFI,1.0,16.5,16.5
443,366,OCULOS PROT. LEOPARDO CINZA,2.0,8.1,16.2
444,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",4.0,107.9,431.6
445,708,"TINTA P/ PISO FCO 3,6LT CINZA PREMIUM 181",1.0,68.9,68.9
445,865,MAXNORTH TINTA STANDARD BRANCO GELO 18 LT LTA,1.0,220.0,220.0
445,59,FITA CREPE USO GERAL 48MM X 50M ADERE,1.0,18.502,18.502
446,63,VAP DESEMPENADEIRA ESTRIADA DE PLAST 30X17CM,1.0,15.0,15.0
446,2065,CABO DE ENXADA 150MT,1.0,11.5,11.5
447,1878,PINO ADAPTADOR 10/20A,1.0,5.0,5.0
449,936,PARAF MAD PHIL CHATA CHIP 4;5X35MM % - CISER,6.0,0.33,1.98
449,933,PARAF MAD PHIL CHATA CHIP 3;5X20MM % - CISER,6.0,0.14,0.84
