Codigo,Data,Hora,FormaParcelamento,TotalPedido
15004,2023-06-14,0 days 14:36:00,001 - À VISTA,1897.5
15006,2023-06-14,0 days 14:44:00,050 - CARTÃO DEBITO,112.0
15007,2023-06-14,0 days 14:51:00,001 - À VISTA,1202.0
15008,2023-06-14,0 days 15:00:00,001 - À VISTA,598.0
15009,2023-06-14,0 days 15:41:00,050 - CARTÃO DEBITO,22.0
15010,2023-06-14,0 days 16:05:00,002 - CARTÃO DE CRÉDITO,19.0
15011,2023-06-14,0 days 16:12:00,050 - CARTÃO DEBITO,88.0
15012,2023-06-14,0 days 16:21:00,023 - PIX,22.0
15013,2023-06-14,0 days 16:23:00,002 - CARTÃO DE CRÉDITO,52.5
15014,2023-06-14,0 days 17:00:00,050 - CARTÃO DEBITO,40.0
15015,2023-06-14,0 days 17:11:00,048 - DINHEIRO,7.0
15016,2023-06-14,0 days 17:14:00,001 - À VISTA,35.0
15018,2023-06-15,0 days 07:33:00,023 - PIX,567.0
15019,2023-06-15,0 days 07:56:00,050 - CARTÃO DEBITO,48.0
15020,2023-06-15,0 days 08:10:00,001 - À VISTA,155.0
15021,2023-06-15,0 days 08:14:00,050 - CARTÃO DEBITO,50.0
15022,2023-06-15,0 days 08:30:00,048 - DINHEIRO,89.0
15023,2023-06-15,0 days 08:40:00,050 - CARTÃO DEBITO,20.0
15024,2023-06-15,0 days 09:00:00,048 - DINHEIRO,3.0
15027,2023-06-15,0 days 09:38:00,050 - CARTÃO DEBITO,44.0
15028,2023-06-15,0 days 09:42:00,023 - PIX,60.0
15029,2023-06-15,0 days 09:49:00,048 - DINHEIRO,9.0
15031,2023-06-15,0 days 10:32:00,008 - BOLETO 30 DIAS,225.99
15032,2023-06-15,0 days 10:54:00,017 - DUPLICATA 05 DIAS,40716.0
15033,2023-06-15,0 days 11:09:00,050 - CARTÃO DEBITO,25.0
15034,2023-06-15,0 days 11:13:00,050 - CARTÃO DEBITO,5.0
15035,2023-06-15,0 days 12:55:00,001 - À VISTA,46.0
15037,2023-06-15,0 days 12:58:00,018 - DUPLICATA 20 DIAS,65.0
15039,2023-06-15,0 days 14:34:00,023 - PIX,144.0
15040,2023-06-15,0 days 14:44:00,015 - BOLETO 30/60 DIAS,2447.02
15041,2023-06-15,0 days 14:54:00,048 - DINHEIRO,2.0
15042,2023-06-15,0 days 15:44:00,050 - CARTÃO DEBITO,85.0
15043,2023-06-15,0 days 15:48:00,008 - BOLETO 30 DIAS,750.0
15044,2023-06-15,0 days 15:54:00,002 - CARTÃO DE CRÉDITO,154.0
15045,2023-06-15,0 days 16:06:00,023 - PIX,260.0
15046,2023-06-15,0 days 16:29:00,050 - CARTÃO DEBITO,18.0
15047,2023-06-15,0 days 17:23:00,050 - CARTÃO DEBITO,165.0
15048,2023-06-16,0 days 07:30:00,002 - CARTÃO DE CRÉDITO,1.25
15049,2023-06-16,0 days 07:33:00,023 - PIX,126.0
15050,2023-06-16,0 days 07:58:00,023 - PIX,480.0
15051,2023-06-16,0 days 08:01:00,048 - DINHEIRO,17.0
15053,2023-06-16,0 days 08:47:00,017 - DUPLICATA 05 DIAS,1494.11
15054,2023-06-16,0 days 08:51:00,048 - DINHEIRO,1.0
15056,2023-06-16,0 days 09:36:00,050 - CARTÃO DEBITO,166.99
15057,2023-06-16,0 days 09:38:00,023 - PIX,19.0
15058,2023-06-16,0 days 09:49:00,001 - À VISTA,405.0
15059,2023-06-16,0 days 09:54:00,001 - À VISTA,1207.0
15060,2023-06-16,0 days 10:39:00,050 - CARTÃO DEBITO,5.2
15061,2023-06-16,0 days 10:59:00,050 - CARTÃO DEBITO,24.0
15062,2023-06-16,0 days 11:27:00,050 - CARTÃO DEBITO,3.7
15063,2023-06-16,0 days 13:04:00,001 - À VISTA,18258.36
15064,2023-06-16,0 days 13:05:00,001 - À VISTA,396.5
15065,2023-06-16,0 days 13:06:00,001 - À VISTA,500.02
15066,2023-06-16,0 days 13:07:00,001 - À VISTA,964.5
15067,2023-06-16,0 days 13:09:00,001 - À VISTA,28.5
15069,2023-06-16,0 days 13:36:00,048 - DINHEIRO,2.0
15070,2023-06-16,0 days 14:09:00,050 - CARTÃO DEBITO,10.0
15071,2023-06-16,0 days 14:19:00,031 - DUPLICATA 10 DIAS ,199.99
15072,2023-06-16,0 days 14:29:00,017 - DUPLICATA 05 DIAS,182.61
15073,2023-06-16,0 days 15:18:00,017 - DUPLICATA 05 DIAS,174.96
15074,2023-06-16,0 days 15:22:00,050 - CARTÃO DEBITO,20.0
15075,2023-06-16,0 days 15:55:00,050 - CARTÃO DEBITO,20.0
15076,2023-06-16,0 days 16:02:00,050 - CARTÃO DEBITO,62.0
15077,2023-06-16,0 days 16:08:00,048 - DINHEIRO,10.0
15078,2023-06-16,0 days 16:37:00,001 - À VISTA,3431.8
15079,2023-06-16,0 days 16:37:00,001 - À VISTA,12726.6
15080,2023-06-16,0 days 16:39:00,031 - DUPLICATA 10 DIAS ,4790.0
15081,2023-06-16,0 days 17:02:00,050 - CARTÃO DEBITO,768.0
15082,2023-06-17,0 days 07:26:00,048 - DINHEIRO,50.0
15083,2023-06-17,0 days 07:39:00,050 - CARTÃO DEBITO,37.0
15084,2023-06-17,0 days 07:53:00,050 - CARTÃO DEBITO,37.0
15085,2023-06-17,0 days 08:02:00,050 - CARTÃO DEBITO,24.39
15086,2023-06-17,0 days 08:11:00,050 - CARTÃO DEBITO,20.01
15087,2023-06-17,0 days 08:25:00,050 - CARTÃO DEBITO,22.0
15088,2023-06-17,0 days 08:33:00,048 - DINHEIRO,84.0
15089,2023-06-17,0 days 08:34:00,048 - DINHEIRO,48.0
15090,2023-06-17,0 days 08:47:00,048 - DINHEIRO,1.6
15091,2023-06-17,0 days 08:53:00,048 - DINHEIRO,15.0
15092,2023-06-17,0 days 09:11:00,050 - CARTÃO DEBITO,40.0
15093,2023-06-17,0 days 09:16:00,048 - DINHEIRO,26.5
15094,2023-06-17,0 days 09:21:00,050 - CARTÃO DEBITO,38.0
15095,2023-06-17,0 days 09:23:00,050 - CARTÃO DEBITO,2.75
15096,2023-06-17,0 days 09:29:00,002 - CARTÃO DE CRÉDITO,45.5
15097,2023-06-17,0 days 09:32:00,048 - DINHEIRO,22.0
15098,2023-06-17,0 days 09:39:00,002 - CARTÃO DE CRÉDITO,88.0
15099,2023-06-17,0 days 09:42:00,048 - DINHEIRO,17.0
15100,2023-06-17,0 days 09:43:00,050 - CARTÃO DEBITO,85.01
15101,2023-06-17,0 days 09:55:00,048 - DINHEIRO,58.9
15102,2023-06-17,0 days 10:04:00,001 - À VISTA,629.0
15103,2023-06-17,0 days 10:06:00,002 - CARTÃO DE CRÉDITO,165.0
15104,2023-06-17,0 days 10:12:00,001 - À VISTA,1130.01
15105,2023-06-17,0 days 10:14:00,050 - CARTÃO DEBITO,42.0
15106,2023-06-17,0 days 10:20:00,001 - À VISTA,22.0
15107,2023-06-17,0 days 10:21:00,050 - CARTÃO DEBITO,18.0
15108,2023-06-17,0 days 10:30:00,031 - DUPLICATA 10 DIAS ,120.0
15109,2023-06-17,0 days 11:03:00,023 - PIX,109.01
15110,2023-06-17,0 days 11:05:00,050 - CARTÃO DEBITO,10.0
15111,2023-06-17,0 days 11:07:00,050 - CARTÃO DEBITO,25.0
15112,2023-06-17,0 days 11:09:00,050 - CARTÃO DEBITO,62.0
15113,2023-06-17,0 days 11:25:00,050 - CARTÃO DEBITO,145.0
15114,2023-06-17,0 days 11:28:00,048 - DINHEIRO,119.0
15115,2023-06-19,0 days 07:51:00,018 - DUPLICATA 20 DIAS,1097.4
15116,2023-06-19,0 days 07:58:00,023 - PIX,300.0
15117,2023-06-19,0 days 08:09:00,023 - PIX,45.0
15118,2023-06-19,0 days 08:13:00,023 - PIX,959.8
15119,2023-06-19,0 days 08:29:00,048 - DINHEIRO,120.0
15120,2023-06-19,0 days 08:31:00,023 - PIX,733.5
15121,2023-06-19,0 days 08:40:00,048 - DINHEIRO,27.0
15122,2023-06-19,0 days 08:54:00,056 - DUPLICATA 15 DIAS ,75.0
15123,2023-06-19,0 days 09:03:00,048 - DINHEIRO,3.5
15124,2023-06-19,0 days 09:05:00,017 - DUPLICATA 05 DIAS,118.0
15125,2023-06-19,0 days 09:39:00,023 - PIX,96.0
15126,2023-06-19,0 days 09:45:00,031 - DUPLICATA 10 DIAS ,196.0
15127,2023-06-19,0 days 13:27:00,001 - À VISTA,18.0
15128,2023-06-19,0 days 13:38:00,050 - CARTÃO DEBITO,50.0
15129,2023-06-19,0 days 14:01:00,001 - À VISTA,67.0
15130,2023-06-19,0 days 14:02:00,048 - DINHEIRO,75.0
15131,2023-06-19,0 days 14:13:00,048 - DINHEIRO,8.0
15132,2023-06-19,0 days 14:26:00,023 - PIX,189.99
15133,2023-06-19,0 days 14:39:00,017 - DUPLICATA 05 DIAS,70.08
15135,2023-06-19,0 days 15:17:00,050 - CARTÃO DEBITO,330.0
15136,2023-06-19,0 days 15:23:00,050 - CARTÃO DEBITO,110.0
15137,2023-06-19,0 days 15:25:00,031 - DUPLICATA 10 DIAS ,70.0
15138,2023-06-19,0 days 17:20:00,048 - DINHEIRO,3.5
15139,2023-06-20,0 days 07:03:00,050 - CARTÃO DEBITO,21.0
15140,2023-06-20,0 days 07:07:00,050 - CARTÃO DEBITO,170.0
15141,2023-06-20,0 days 07:12:00,048 - DINHEIRO,70.0
15142,2023-06-20,0 days 07:25:00,050 - CARTÃO DEBITO,16.5
15143,2023-06-20,0 days 07:48:00,007 - BOLETO 20 DIAS,2980.01
15144,2023-06-20,0 days 07:55:00,048 - DINHEIRO,7.0
15145,2023-06-20,0 days 07:59:00,050 - CARTÃO DEBITO,31.5
15146,2023-06-20,0 days 08:14:00,017 - DUPLICATA 05 DIAS,83.0
15147,2023-06-20,0 days 08:18:00,048 - DINHEIRO,8.0
15148,2023-06-20,0 days 08:24:00,023 - PIX,240.0
15149,2023-06-20,0 days 08:26:00,001 - À VISTA,120.0
15150,2023-06-20,0 days 08:28:00,001 - À VISTA,150.0
15151,2023-06-20,0 days 08:34:00,023 - PIX,72.0
15152,2023-06-20,0 days 08:58:00,001 - À VISTA,207.0
15154,2023-06-20,0 days 09:15:00,048 - DINHEIRO,1.5
15156,2023-06-20,0 days 09:53:00,050 - CARTÃO DEBITO,16.0
15157,2023-06-20,0 days 09:54:00,002 - CARTÃO DE CRÉDITO,8.63
15158,2023-06-20,0 days 10:39:00,050 - CARTÃO DEBITO,50.0
15159,2023-06-20,0 days 11:02:00,023 - PIX,433.9
15161,2023-06-20,0 days 11:31:00,001 - À VISTA,27.44
15162,2023-06-20,0 days 13:04:00,050 - CARTÃO DEBITO,19.0
15163,2023-06-20,0 days 14:15:00,048 - DINHEIRO,4.0
15164,2023-06-20,0 days 14:21:00,048 - DINHEIRO,141.0
15166,2023-06-20,0 days 14:32:00,050 - CARTÃO DEBITO,14.0
15167,2023-06-20,0 days 14:37:00,001 - À VISTA,20000.0
15168,2023-06-20,0 days 15:16:00,031 - DUPLICATA 10 DIAS ,67.0
15169,2023-06-20,0 days 15:17:00,050 - CARTÃO DEBITO,38.0
15170,2023-06-20,0 days 16:12:00,050 - CARTÃO DEBITO,40.0
15171,2023-06-20,0 days 16:38:00,048 - DINHEIRO,20.0
15172,2023-06-20,0 days 16:40:00,001 - À VISTA,27940.49
15173,2023-06-20,0 days 16:42:00,001 - À VISTA,31230.0
15174,2023-06-20,0 days 17:02:00,001 - À VISTA,9.0
15175,2023-06-20,0 days 17:17:00,023 - PIX,82.0
15176,2023-06-21,0 days 06:59:00,050 - CARTÃO DEBITO,21.5
15177,2023-06-21,0 days 07:06:00,023 - PIX,16.0
15178,2023-06-21,0 days 07:30:00,023 - PIX,90.0
15179,2023-06-21,0 days 07:44:00,050 - CARTÃO DEBITO,120.0
15181,2023-06-21,0 days 08:28:00,048 - DINHEIRO,80.0
15182,2023-06-21,0 days 08:50:00,002 - CARTÃO DE CRÉDITO,28.0
15183,2023-06-21,0 days 08:59:00,048 - DINHEIRO,26.0
15184,2023-06-21,0 days 09:09:00,008 - BOLETO 30 DIAS,270.0
15185,2023-06-21,0 days 09:12:00,048 - DINHEIRO,62.0
15186,2023-06-21,0 days 09:56:00,001 - À VISTA,3932.0
15187,2023-06-21,0 days 09:57:00,002 - CARTÃO DE CRÉDITO,46.0
15188,2023-06-21,0 days 10:51:00,050 - CARTÃO DEBITO,30.0
15189,2023-06-21,0 days 11:12:00,050 - CARTÃO DEBITO,40.0
15190,2023-06-21,0 days 11:21:00,050 - CARTÃO DEBITO,30.0
15193,2023-06-21,0 days 13:23:00,048 - DINHEIRO,9.75
15194,2023-06-21,0 days 13:29:00,050 - CARTÃO DEBITO,58.5
15195,2023-06-21,0 days 13:29:00,002 - CARTÃO DE CRÉDITO,22.0
15196,2023-06-21,0 days 13:30:00,050 - CARTÃO DEBITO,78.0
15197,2023-06-21,0 days 13:46:00,001 - À VISTA,301.52
15198,2023-06-21,0 days 13:57:00,023 - PIX,645.88
15199,2023-06-21,0 days 13:58:00,023 - PIX,122.0
15200,2023-06-21,0 days 14:17:00,023 - PIX,250.0
15201,2023-06-21,0 days 14:17:00,048 - DINHEIRO,2.5
15202,2023-06-21,0 days 15:14:00,048 - DINHEIRO,9.0
15203,2023-06-21,0 days 15:38:00,001 - À VISTA,290.0
15207,2023-06-21,0 days 15:48:00,025 - PERSONALIZADO,13139.49
15209,2023-06-21,0 days 16:03:00,001 - À VISTA,883.0
15211,2023-06-21,0 days 16:46:00,023 - PIX,44.0
15213,2023-06-21,0 days 16:52:00,001 - À VISTA,3290.0
15214,2023-06-21,0 days 17:00:00,050 - CARTÃO DEBITO,80.0
15215,2023-06-22,0 days 07:30:00,050 - CARTÃO DEBITO,56.0
15216,2023-06-22,0 days 08:32:00,050 - CARTÃO DEBITO,130.0
15217,2023-06-22,0 days 09:03:00,050 - CARTÃO DEBITO,70.0
15218,2023-06-22,0 days 09:07:00,017 - DUPLICATA 05 DIAS,108.73
15219,2023-06-22,0 days 09:09:00,023 - PIX,49.9
15220,2023-06-22,0 days 09:11:00,048 - DINHEIRO,3.9
15221,2023-06-22,0 days 09:19:00,050 - CARTÃO DEBITO,138.01
15222,2023-06-22,0 days 09:39:00,001 - À VISTA,24.0
15223,2023-06-22,0 days 09:46:00,050 - CARTÃO DEBITO,7.0
15224,2023-06-22,0 days 09:52:00,018 - DUPLICATA 20 DIAS,225.0
15225,2023-06-22,0 days 10:21:00,001 - À VISTA,720.6
15226,2023-06-22,0 days 10:23:00,048 - DINHEIRO,14.0
15227,2023-06-22,0 days 10:35:00,050 - CARTÃO DEBITO,29.0
15228,2023-06-22,0 days 10:42:00,048 - DINHEIRO,20.0
15229,2023-06-22,0 days 11:11:00,050 - CARTÃO DEBITO,16.0
15230,2023-06-22,0 days 11:27:00,050 - CARTÃO DEBITO,68.0
15231,2023-06-22,0 days 13:03:00,050 - CARTÃO DEBITO,49.9
15232,2023-06-22,0 days 13:19:00,048 - DINHEIRO,7.0
15233,2023-06-22,0 days 13:46:00,048 - DINHEIRO,15.0
15234,2023-06-22,0 days 14:17:00,050 - CARTÃO DEBITO,379.9
15235,2023-06-22,0 days 14:41:00,001 - À VISTA,1793.0
15236,2023-06-22,0 days 15:12:00,050 - CARTÃO DEBITO,109.8
15237,2023-06-22,0 days 15:14:00,001 - À VISTA,1048.0
15238,2023-06-22,0 days 15:27:00,001 - À VISTA,1055.2
15239,2023-06-22,0 days 15:46:00,017 - DUPLICATA 05 DIAS,8.54
15240,2023-06-22,0 days 15:54:00,023 - PIX,190.0
15241,2023-06-22,0 days 16:03:00,002 - CARTÃO DE CRÉDITO,40.0
15242,2023-06-22,0 days 16:12:00,050 - CARTÃO DEBITO,23.0
15243,2023-06-22,0 days 16:21:00,002 - CARTÃO DE CRÉDITO,20.0
15244,2023-06-22,0 days 16:43:00,023 - PIX,25.0
15245,2023-06-22,0 days 16:48:00,050 - CARTÃO DEBITO,2.0
15246,2023-06-22,0 days 17:03:00,050 - CARTÃO DEBITO,22.0
15247,2023-06-22,0 days 17:13:00,001 - À VISTA,35.0
15248,2023-06-23,0 days 07:00:00,002 - CARTÃO DE CRÉDITO,52.0
15249,2023-06-23,0 days 07:33:00,023 - PIX,817.0
15250,2023-06-23,0 days 07:37:00,002 - CARTÃO DE CRÉDITO,149.7
15251,2023-06-23,0 days 07:40:00,002 - CARTÃO DE CRÉDITO,66.01
15252,2023-06-23,0 days 08:16:00,001 - À VISTA,25.0
15253,2023-06-23,0 days 09:01:00,050 - CARTÃO DEBITO,190.0
15254,2023-06-23,0 days 09:03:00,001 - À VISTA,998.0
15255,2023-06-23,0 days 09:05:00,001 - À VISTA,1440.0
15256,2023-06-23,0 days 09:06:00,001 - À VISTA,7238.5
15257,2023-06-23,0 days 09:06:00,023 - PIX,625.0
15258,2023-06-23,0 days 09:07:00,017 - DUPLICATA 05 DIAS,480.0
15259,2023-06-23,0 days 10:05:00,050 - CARTÃO DEBITO,43.8
15260,2023-06-23,0 days 10:11:00,050 - CARTÃO DEBITO,15.0
15261,2023-06-23,0 days 10:14:00,048 - DINHEIRO,40.0
15263,2023-06-23,0 days 11:04:00,002 - CARTÃO DE CRÉDITO,89.9
15264,2023-06-23,0 days 11:24:00,050 - CARTÃO DEBITO,19.0
15265,2023-06-23,0 days 13:08:00,048 - DINHEIRO,5.0
15266,2023-06-23,0 days 13:18:00,017 - DUPLICATA 05 DIAS,276.45
15267,2023-06-23,0 days 13:39:00,050 - CARTÃO DEBITO,3.0
15268,2023-06-23,0 days 13:49:00,017 - DUPLICATA 05 DIAS,6.0
15269,2023-06-23,0 days 14:26:00,050 - CARTÃO DEBITO,18.99
15270,2023-06-23,0 days 14:30:00,048 - DINHEIRO,9.0
15271,2023-06-23,0 days 15:05:00,002 - CARTÃO DE CRÉDITO,90.0
15272,2023-06-23,0 days 15:28:00,050 - CARTÃO DEBITO,70.0
15273,2023-06-23,0 days 15:45:00,048 - DINHEIRO,0.5
15275,2023-06-23,0 days 17:01:00,025 - PERSONALIZADO,175.0
15276,2023-06-23,0 days 17:05:00,001 - À VISTA,87.0
15277,2023-06-24,0 days 07:03:00,048 - DINHEIRO,23.0
15278,2023-06-24,0 days 07:46:00,023 - PIX,25.0
15279,2023-06-24,0 days 07:48:00,050 - CARTÃO DEBITO,105.0
15280,2023-06-24,0 days 08:14:00,050 - CARTÃO DEBITO,18.0
15281,2023-06-24,0 days 08:33:00,048 - DINHEIRO,223.0
15282,2023-06-24,0 days 08:51:00,001 - À VISTA,945.0
15283,2023-06-24,0 days 08:51:00,001 - À VISTA,1390.0
15285,2023-06-24,0 days 08:57:00,050 - CARTÃO DEBITO,7.0
15286,2023-06-24,0 days 09:06:00,050 - CARTÃO DEBITO,95.0
15287,2023-06-24,0 days 09:18:00,002 - CARTÃO DE CRÉDITO,28.5
15288,2023-06-24,0 days 09:49:00,050 - CARTÃO DEBITO,82.6
15289,2023-06-24,0 days 10:07:00,010 - BOLETO 30/60/90 DIAS,754.0
15290,2023-06-24,0 days 10:10:00,050 - CARTÃO DEBITO,55.0
15291,2023-06-24,0 days 10:37:00,048 - DINHEIRO,15.0
15292,2023-06-24,0 days 10:40:00,048 - DINHEIRO,13.0
15293,2023-06-24,0 days 10:42:00,050 - CARTÃO DEBITO,130.0
15294,2023-06-24,0 days 10:48:00,001 - À VISTA,501.6
15296,2023-06-24,0 days 10:58:00,050 - CARTÃO DEBITO,20.0
15297,2023-06-24,0 days 11:00:00,023 - PIX,16.0
15298,2023-06-24,0 days 11:01:00,023 - PIX,88.0
15299,2023-06-24,0 days 11:03:00,050 - CARTÃO DEBITO,180.0
15300,2023-06-24,0 days 11:14:00,023 - PIX,842.0
15302,2023-06-24,0 days 11:18:00,050 - CARTÃO DEBITO,41.0
15303,2023-06-24,0 days 11:18:00,001 - À VISTA,828.4
15304,2023-06-24,0 days 11:21:00,023 - PIX,58.01
15305,2023-06-24,0 days 11:23:00,001 - À VISTA,193.46
15306,2023-06-24,0 days 11:24:00,001 - À VISTA,600.0
15307,2023-06-24,0 days 11:44:00,002 - CARTÃO DE CRÉDITO,39.9
15309,2023-06-26,0 days 07:44:00,002 - CARTÃO DE CRÉDITO,22.0
15312,2023-06-26,0 days 07:51:00,048 - DINHEIRO,22.0
15313,2023-06-26,0 days 08:02:00,048 - DINHEIRO,4.0
15314,2023-06-26,0 days 08:39:00,050 - CARTÃO DEBITO,13.0
15315,2023-06-26,0 days 08:43:00,031 - DUPLICATA 10 DIAS ,45.0
15316,2023-06-26,0 days 08:47:00,001 - À VISTA,3792.9
15317,2023-06-26,0 days 08:48:00,001 - À VISTA,1780.0
15318,2023-06-26,0 days 08:59:00,023 - PIX,13.0
15319,2023-06-26,0 days 09:11:00,002 - CARTÃO DE CRÉDITO,3024.4
15320,2023-06-26,0 days 09:22:00,048 - DINHEIRO,16.0
15321,2023-06-26,0 days 09:38:00,048 - DINHEIRO,54.0
15322,2023-06-26,0 days 09:49:00,002 - CARTÃO DE CRÉDITO,12.0
15323,2023-06-26,0 days 10:04:00,001 - À VISTA,70.0
15324,2023-06-26,0 days 10:06:00,023 - PIX,84.0
15325,2023-06-26,0 days 13:15:00,048 - DINHEIRO,62.0
15326,2023-06-26,0 days 13:32:00,031 - DUPLICATA 10 DIAS ,200.01
15327,2023-06-26,0 days 14:33:00,048 - DINHEIRO,33.0
15328,2023-06-26,0 days 14:50:00,017 - DUPLICATA 05 DIAS,18.06
15329,2023-06-26,0 days 15:01:00,019 - DUPLICATA 30 DIAS,43.5
15330,2023-06-26,0 days 15:06:00,048 - DINHEIRO,26.0
15331,2023-06-26,0 days 15:07:00,048 - DINHEIRO,7.0
15332,2023-06-26,0 days 15:14:00,023 - PIX,109.0
15334,2023-06-26,0 days 15:38:00,012 - BOLETO 30/60/90/120/150 DIAS,3000.0
15335,2023-06-26,0 days 16:04:00,050 - CARTÃO DEBITO,73.01
15336,2023-06-26,0 days 16:10:00,050 - CARTÃO DEBITO,20.81
15337,2023-06-26,0 days 16:18:00,048 - DINHEIRO,5.5
15338,2023-06-26,0 days 16:36:00,048 - DINHEIRO,60.0
15339,2023-06-26,0 days 16:37:00,001 - À VISTA,85.0
15340,2023-06-27,0 days 07:36:00,023 - PIX,13.5
15343,2023-06-27,0 days 07:50:00,002 - CARTÃO DE CRÉDITO,160.0
15344,2023-06-27,0 days 07:53:00,002 - CARTÃO DE CRÉDITO,58.4
15345,2023-06-27,0 days 07:58:00,050 - CARTÃO DEBITO,58.0
15346,2023-06-27,0 days 07:58:00,050 - CARTÃO DEBITO,12.0
15347,2023-06-27,0 days 08:02:00,023 - PIX,275.0
15348,2023-06-27,0 days 08:13:00,001 - À VISTA,15.0
15350,2023-06-27,0 days 08:14:00,001 - À VISTA,100.0
15352,2023-06-27,0 days 08:51:00,001 - À VISTA,499.0
15353,2023-06-27,0 days 08:52:00,001 - À VISTA,1400.0
15354,2023-06-27,0 days 09:18:00,048 - DINHEIRO,16.0
15356,2023-06-27,0 days 09:23:00,050 - CARTÃO DEBITO,7.0
15358,2023-06-27,0 days 09:29:00,048 - DINHEIRO,12.0
15359,2023-06-27,0 days 09:53:00,048 - DINHEIRO,18.0
15360,2023-06-27,0 days 10:48:00,050 - CARTÃO DEBITO,9.0
15361,2023-06-27,0 days 10:54:00,050 - CARTÃO DEBITO,1645.0
15362,2023-06-27,0 days 11:15:00,050 - CARTÃO DEBITO,112.8
15363,2023-06-27,0 days 13:28:00,050 - CARTÃO DEBITO,10.0
15364,2023-06-27,0 days 13:29:00,056 - DUPLICATA 15 DIAS ,950.0
15365,2023-06-27,0 days 13:45:00,001 - À VISTA,48.0
15368,2023-06-27,0 days 14:43:00,002 - CARTÃO DE CRÉDITO,499.0
15369,2023-06-27,0 days 14:53:00,050 - CARTÃO DEBITO,349.99
15370,2023-06-27,0 days 15:28:00,048 - DINHEIRO,119.01
15371,2023-06-27,0 days 15:31:00,050 - CARTÃO DEBITO,20.0
15372,2023-06-27,0 days 15:39:00,050 - CARTÃO DEBITO,46.0
15373,2023-06-27,0 days 16:04:00,023 - PIX,46.0
15374,2023-06-27,0 days 16:14:00,023 - PIX,300.0
15375,2023-06-27,0 days 16:28:00,048 - DINHEIRO,8.0
15376,2023-06-27,0 days 16:34:00,050 - CARTÃO DEBITO,206.0
15377,2023-06-27,0 days 16:38:00,001 - À VISTA,414.4
15379,2023-06-27,0 days 16:47:00,048 - DINHEIRO,35.0
15380,2023-06-27,0 days 17:08:00,002 - CARTÃO DE CRÉDITO,50.0
15381,2023-06-27,0 days 17:16:00,048 - DINHEIRO,359.4
15383,2023-06-28,0 days 07:00:00,048 - DINHEIRO,138.0
15384,2023-06-28,0 days 07:12:00,050 - CARTÃO DEBITO,14.0
15386,2023-06-28,0 days 07:23:00,050 - CARTÃO DEBITO,6.66
15387,2023-06-28,0 days 07:24:00,050 - CARTÃO DEBITO,215.0
15388,2023-06-28,0 days 07:36:00,023 - PIX,16.01
15389,2023-06-28,0 days 07:38:00,050 - CARTÃO DEBITO,6.5
15392,2023-06-28,0 days 08:20:00,050 - CARTÃO DEBITO,168.0
15394,2023-06-28,0 days 08:30:00,001 - À VISTA,40.0
15395,2023-06-28,0 days 08:31:00,001 - À VISTA,440.0
15396,2023-06-28,0 days 08:31:00,001 - À VISTA,2724.0
15397,2023-06-28,0 days 08:32:00,001 - À VISTA,99.0
15399,2023-06-28,0 days 08:39:00,048 - DINHEIRO,16.0
15404,2023-06-28,0 days 09:06:00,050 - CARTÃO DEBITO,68.0
15405,2023-06-28,0 days 09:19:00,023 - PIX,35.99
15406,2023-06-28,0 days 09:30:00,050 - CARTÃO DEBITO,1.6
15407,2023-06-28,0 days 09:31:00,017 - DUPLICATA 05 DIAS,257.55
15408,2023-06-28,0 days 09:33:00,048 - DINHEIRO,130.0
15409,2023-06-28,0 days 10:03:00,048 - DINHEIRO,43.5
15412,2023-06-28,0 days 10:10:00,001 - À VISTA,1106.0
15414,2023-06-28,0 days 10:19:00,002 - CARTÃO DE CRÉDITO,149.7
15415,2023-06-28,0 days 10:23:00,023 - PIX,199.6
15416,2023-06-28,0 days 10:34:00,050 - CARTÃO DEBITO,21.0
15417,2023-06-28,0 days 10:37:00,050 - CARTÃO DEBITO,2.0
15418,2023-06-28,0 days 10:51:00,048 - DINHEIRO,19.0
15419,2023-06-28,0 days 13:37:00,001 - À VISTA,1507.0
15420,2023-06-28,0 days 13:43:00,048 - DINHEIRO,25.0
15421,2023-06-28,0 days 13:44:00,023 - PIX,10.0
15423,2023-06-28,0 days 14:07:00,050 - CARTÃO DEBITO,20.0
15424,2023-06-28,0 days 14:26:00,002 - CARTÃO DE CRÉDITO,7.0
15427,2023-06-28,0 days 14:50:00,050 - CARTÃO DEBITO,24.0
15428,2023-06-28,0 days 14:58:00,023 - PIX,25.0
15429,2023-06-28,0 days 15:13:00,017 - DUPLICATA 05 DIAS,64.0
15432,2023-06-28,0 days 15:17:00,017 - DUPLICATA 05 DIAS,998.0
15433,2023-06-28,0 days 15:18:00,017 - DUPLICATA 05 DIAS,14000.0
15434,2023-06-28,0 days 15:18:00,017 - DUPLICATA 05 DIAS,2100.0
15435,2023-06-28,0 days 15:20:00,019 - DUPLICATA 30 DIAS,323.0
15436,2023-06-28,0 days 15:22:00,056 - DUPLICATA 15 DIAS ,285.0
15437,2023-06-28,0 days 15:22:00,008 - BOLETO 30 DIAS,3236.0
15438,2023-06-28,0 days 15:36:00,023 - PIX,7.5
15439,2023-06-28,0 days 15:39:00,050 - CARTÃO DEBITO,21.0
15440,2023-06-28,0 days 15:43:00,050 - CARTÃO DEBITO,69.0
15441,2023-06-28,0 days 15:56:00,023 - PIX,349.6
